Name,Type,Ownership,Sub-ownership,Eco-region,District
Siddhapokhari HP,Health Post,Public,Ministry of Health & Population,Mountain,Sankhuwasabha
Sikaicha HP,Health Post,Public,Ministry of Health & Population,Mountain,Taplejung
Sikharpur HP,Health Post,Public,Ministry of Health & Population,Mountain,Sindhupalchok
Simpalkavre HP,Health Post,Public,Ministry of Health & Population,Mountain,Sindhupalchok
Sinam HP,Health Post,Public,Ministry of Health & Population,Mountain,Taplejung
Sindhukot HP,Health Post,Public,Ministry of Health & Population,Mountain,Sindhupalchok
Sipapokhare HP,Health Post,Public,Ministry of Health & Population,Mountain,Sindhupalchok
Sipkhana HP,Health Post,Public,Ministry of Health & Population,Mountain,Kalikot
Sipti HP,Health Post,Public,Ministry of Health & Population,Mountain,Darchaula
Sisuwa HP,Health Post,Public,Ministry of Health & Population,Mountain,Sankhuwasabha
Sitalpati HP,Health Post,Public,Ministry of Health & Population,Mountain,Sankhuwasabha
Sitola HP,Health Post,Public,Ministry of Health & Population,Mountain,Darchaula
Siuna HP,Health Post,Public,Ministry of Health & Population,Mountain,Kalikot
Sobuwa HP,Health Post,Public,Ministry of Health & Population,Mountain,Taplejung
Subeda HP,Health Post,Public,Ministry of Health & Population,Mountain,Bajhang
Sukatiya HP,Health Post,Public,Ministry of Health & Population,Mountain,Kalikot
Sukhadhik HP,Health Post,Public,Ministry of Health & Population,Mountain,Mugu
Sunakhani HP,Health Post,Public,Ministry of Health & Population,Mountain,Dolakha
Sundrawati HP,Health Post,Public,Ministry of Health & Population,Mountain,Dolakha
Sunhoo HP,Health Post,Public,Ministry of Health & Population,Mountain,Dolpa
Sunikot HP,Health Post,Public,Ministry of Health & Population,Mountain,Bajhang
Sunkuda HP,Health Post,Public,Ministry of Health & Population,Mountain,Bajhang
Sunsera HP,Health Post,Public,Ministry of Health & Population,Mountain,Darchaula
Surkhang HP,Health Post,Public,Ministry of Health & Population,Mountain,Mustang
Surma HP,Health Post,Public,Ministry of Health & Population,Mountain,Bajhang
Surumakhim HP,Health Post,Public,Ministry of Health & Population,Mountain,Taplejung
Susmachhemawati HP,Health Post,Public,Ministry of Health & Population,Mountain,Dolakha
Syabun HP,Health Post,Public,Ministry of Health & Population,Mountain,Sankhuwasabha
Syada HP,Health Post,Public,Ministry of Health & Population,Mountain,Humla
Syadi HP,Health Post,Public,Ministry of Health & Population,Mountain,Bajhang
Syafrubesi HP,Health Post,Public,Ministry of Health & Population,Mountain,Rasuwa
Syama HP,Health Post,Public,Ministry of Health & Population,Mountain,Dolakha
Syaulebazar HP,Health Post,Public,Ministry of Health & Population,Mountain,Sindhupalchok
Tachai HP,Health Post,Public,Ministry of Health & Population,Mountain,Manang
Takasindu HP,Health Post,Public,Ministry of Health & Population,Mountain,Solukhumbu
Talium HP,Health Post,Public,Ministry of Health & Population,Mountain,Jumla
Talramarang HP,Health Post,Public,Ministry of Health & Population,Mountain,Sindhupalchok
Tamafok HP,Health Post,Public,Ministry of Health & Population,Mountain,Sankhuwasabha
Tamakhani HP,Health Post,Public,Ministry of Health & Population,Mountain,Solukhumbu
Tamti HP,Health Post,Public,Ministry of Health & Population,Mountain,Jumla
Tanki Manang HP,Health Post,Public,Ministry of Health & Population,Mountain,Manang
Tapethok HP,Health Post,Public,Ministry of Health & Population,Mountain,Taplejung
Tapoban HP,Health Post,Public,Ministry of Health & Population,Mountain,Darchaula
Tapting HP,Health Post,Public,Ministry of Health & Population,Mountain,Solukhumbu
Tatopani HP Tatopani,Health Post,Public,Ministry of Health & Population,Mountain,Sindhupalchok
Tatopani HP Tatopani,Health Post,Public,Ministry of Health & Population,Mountain,Jumla
Tauthali HP,Health Post,Public,Ministry of Health & Population,Mountain,Sindhupalchok
Tekanpur HP,Health Post,Public,Ministry of Health & Population,Mountain,Sindhupalchok
Thakani HP,Health Post,Public,Ministry of Health & Population,Mountain,Sindhupalchok
Thambuchet HP,Health Post,Public,Ministry of Health & Population,Mountain,Rasuwa
Thampaldhap HP,Health Post,Public,Ministry of Health & Population,Mountain,Sindhupalchok
Thanpalkot HP,Health Post,Public,Ministry of Health & Population,Mountain,Sindhupalchok
Thechambu HP,Health Post,Public,Ministry of Health & Population,Mountain,Taplejung
Thehe HP,Health Post,Public,Ministry of Health & Population,Mountain,Humla
Thinglabu HP,Health Post,Public,Ministry of Health & Population,Mountain,Taplejung
Thirpu HP,Health Post,Public,Ministry of Health & Population,Mountain,Kalikot
Thoche HP,Health Post,Public,Ministry of Health & Population,Mountain,Manang
Thokarpa HP,Health Post,Public,Ministry of Health & Population,Mountain,Sindhupalchok
Thulodhading HP,Health Post,Public,Ministry of Health & Population,Mountain,Sindhupalchok
Thulogoun HP,Health Post,Public,Ministry of Health & Population,Mountain,Rasuwa
Thulopatal HP,Health Post,Public,Ministry of Health & Population,Mountain,Dolakha
Thulosirubari HP,Health Post,Public,Ministry of Health & Population,Mountain,Sindhupalchok
Thuman HP,Health Post,Public,Ministry of Health & Population,Mountain,Rasuwa
Thumbedin HP,Health Post,Public,Ministry of Health & Population,Mountain,Taplejung
Thumpakhar HP,Health Post,Public,Ministry of Health & Population,Mountain,Sindhupalchok
Timure HP,Health Post,Public,Ministry of Health & Population,Mountain,Rasuwa
Tingla HP,Health Post,Public,Ministry of Health & Population,Mountain,Solukhumbu
Tinje HP,Health Post,Public,Ministry of Health & Population,Mountain,Dolpa
Tiringe HP,Health Post,Public,Ministry of Health & Population,Mountain,Taplejung
Tolidewal HP,Health Post,Public,Ministry of Health & Population,Mountain,Bajura
Tripurakot HP,Health Post,Public,Ministry of Health & Population,Mountain,Dolpa
Tukuche HP,Health Post,Public,Ministry of Health & Population,Mountain,Mustang
Tumlingtar HP,Health Post,Public,Ministry of Health & Population,Mountain,Sankhuwasabha
Uku HP,Health Post,Public,Ministry of Health & Population,Mountain,Darchaula
Wai HP,Health Post,Public,Ministry of Health & Population,Mountain,Bajura
Waku HP,Health Post,Public,Ministry of Health & Population,Mountain,Solukhumbu
Wana HP,Health Post,Public,Ministry of Health & Population,Mountain,Sankhuwasabha
Wana HP,Health Post,Public,Ministry of Health & Population,Mountain,Sankhuwasabha
Yafu HP,Health Post,Public,Ministry of Health & Population,Mountain,Sankhuwasabha
Yamfudin HP,Health Post,Public,Ministry of Health & Population,Mountain,Taplejung
Yamunadanda HP,Health Post,Public,Ministry of Health & Population,Mountain,Sindhupalchok
Yarsa HP,Health Post,Public,Ministry of Health & Population,Mountain,Rasuwa
Aama HP,Health Post,Public,Ministry of Health & Population,Terai,Rupandehi
Aanandaban HP,Health Post,Public,Ministry of Health & Population,Terai,Rupandehi
Abhirawa HP,Health Post,Public,Ministry of Health & Population,Terai,Kapilbastu
Aekamba HP,Health Post,Public,Ministry of Health & Population,Terai,Sunsari
Agryouli HP,Health Post,Public,Ministry of Health & Population,Terai,Nawalparasi
Ajagabi HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Ajigara HP,Health Post,Public,Ministry of Health & Population,Terai,Kapilbastu
Akolawa HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Alau HP,Health Post,Public,Ministry of Health & Population,Terai,Parsa
Amaduwa HP,Health Post,Public,Ministry of Health & Population,Terai,Sunsari
Amahibariyati HP,Health Post,Public,Ministry of Health & Population,Terai,Morang
Amahibelaha HP,Health Post,Public,Ministry of Health & Population,Terai,Sunsari
Amarapuri HP,Health Post,Public,Ministry of Health & Population,Terai,Nawalparasi
Amaraut HP,Health Post,Public,Ministry of Health & Population,Terai,Nawalparasi
Amarban HP,Health Post,Public,Ministry of Health & Population,Terai,Nawalparasi
Amardaha HP,Health Post,Public,Ministry of Health & Population,Terai,Morang
Amarpatti HP,Health Post,Public,Ministry of Health & Population,Terai,Parsa
Amarpatti HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Amgachhi HP,Health Post,Public,Ministry of Health & Population,Terai,Morang
Amlekhganj HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Amritgang HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Amuwa (Paschhim) HP,Health Post,Public,Ministry of Health & Population,Terai,Rupandehi
Anakar HP,Health Post,Public,Ministry of Health & Population,Terai,Mahottari
Anarmani HP,Health Post,Public,Ministry of Health & Population,Terai,Jhapa
Andupatti HP,Health Post,Public,Ministry of Health & Population,Terai,Dhanusa
Arjundhara HP,Health Post,Public,Ministry of Health & Population,Terai,Jhapa
Arnaha HP SAPTARI,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Arnaha HP SARLAHI,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Arnama HP,Health Post,Public,Ministry of Health & Population,Terai,Siraha
Arnama HP,Health Post,Public,Ministry of Health & Population,Terai,Siraha
Ashopur Balkawa HP,Health Post,Public,Ministry of Health & Population,Terai,Siraha
Asurena HP,Health Post,Public,Ministry of Health & Population,Terai,Rupandehi
Atrouli HP,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Aurabarni HP,Health Post,Public,Ministry of Health & Population,Terai,Sunsari
Auraha HP,Health Post,Public,Ministry of Health & Population,Terai,Parsa
Aurahi HP,Health Post,Public,Ministry of Health & Population,Terai,Dhanusa
Aurahi HP MAHOTTARI,Health Post,Public,Ministry of Health & Population,Terai,Mahottari
Aurahi HP SAPTARI,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Aurahi HP SARLAHI,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Auraiya HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Avab HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Ayodhyapuri HP,Health Post,Public,Ministry of Health & Population,Terai,Chitawan
Ayoudhanagar HP,Health Post,Public,Ministry of Health & Population,Terai,Siraha
Babarganj HP,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Babiya HP,Health Post,Public,Ministry of Health & Population,Terai,Sunsari
Babiyabirta HP,Health Post,Public,Ministry of Health & Population,Terai,Morang
Babuain HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Bachhanpurwa HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Bachhyauli HP,Health Post,Public,Ministry of Health & Population,Terai,Chitawan
Badahara Dubauliya HP,Health Post,Public,Ministry of Health & Population,Terai,Nawalparasi
Badaki Fulbariya HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Badalpur HP,Health Post,Public,Ministry of Health & Population,Terai,Bardiya
Badeha HP,Health Post,Public,Ministry of Health & Population,Terai,Kailali
Badgama HP,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Badharamal HP,Health Post,Public,Ministry of Health & Population,Terai,Siraha
Badharwa HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Badiya Banchauri HP,Health Post,Public,Ministry of Health & Population,Terai,Mahottari
Bafai HP,Health Post,Public,Ministry of Health & Population,Terai,Dhanusa
Bagada HP,Health Post,Public,Ministry of Health & Population,Terai,Mahottari
Bagaha HP,Health Post,Public,Ministry of Health & Population,Terai,Rupandehi
Bagahi HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Bagahi HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Bagahi HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Baganaha HP,Health Post,Public,Ministry of Health & Population,Terai,Bardiya
Bagauli HP,Health Post,Public,Ministry of Health & Population,Terai,Rupandehi
Bagdaha HP,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Baghchaura HP,Health Post,Public,Ministry of Health & Population,Terai,Dhanusa
Baghmare HP,Health Post,Public,Ministry of Health & Population,Terai,Dang
Bagwana HP,Health Post,Public,Ministry of Health & Population,Terai,Parsa
Bahadurpur HP,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Bahadurpur HP,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Bahedabela HP,Health Post,Public,Ministry of Health & Population,Terai,Dhanusa
Bahuarba HP,Health Post,Public,Ministry of Health & Population,Terai,Dhanusa
Bahuari HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Bahuarwabhatha HP,Health Post,Public,Ministry of Health & Population,Terai,Parsa
Bahundangi HP,Health Post,Public,Ministry of Health & Population,Terai,Jhapa
Bahuwa Madanpur HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Bahuwari Pidari HP,Health Post,Public,Ministry of Health & Population,Terai,Parsa
Baidauli HP,Health Post,Public,Ministry of Health & Population,Terai,Nawalparasi
Baidauli HP,Health Post,Public,Ministry of Health & Population,Terai,Kapilbastu
Baigundhura HP,Health Post,Public,Ministry of Health & Population,Terai,Jhapa
Baijanathpur HP,Health Post,Public,Ministry of Health & Population,Terai,Morang
Bairawa HP,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Bairghat HP,Health Post,Public,Ministry of Health & Population,Terai,Rupandehi
Bairiya HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Bairiyabirta Da Pu HP,Health Post,Public,Ministry of Health & Population,Terai,Parsa
Bairiyabirta Na.Ta.Ja. HP,Health Post,Public,Ministry of Health & Population,Terai,Parsa
Baise Bichawa HP,Health Post,Public,Ministry of Health & Population,Terai,Kanchanpur
Bakdhuwa HP,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Baklauri HP,Health Post,Public,Ministry of Health & Population,Terai,Sunsari
Balabakhar HP,Health Post,Public,Ministry of Health & Population,Terai,Dhanusa
Balahagoth HP,Health Post,Public,Ministry of Health & Population,Terai,Dhanusa
Balahakathal HP,Health Post,Public,Ministry of Health & Population,Terai,Dhanusa
Balahasaghara HP,Health Post,Public,Ministry of Health & Population,Terai,Dhanusa
Balara HP,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Balaramwapur HP,Health Post,Public,Ministry of Health & Population,Terai,Kapilbastu
Balba HP,Health Post,Public,Ministry of Health & Population,Terai,Mahottari
Balhi HP,Health Post,Public,Ministry of Health & Population,Terai,Siraha
Balirampur HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Baliya HP,Health Post,Public,Ministry of Health & Population,Terai,Kailali
Balubari HP,Health Post,Public,Ministry of Health & Population,Terai,Jhapa
Baluhawa HP,Health Post,Public,Ministry of Health & Population,Terai,Kapilbastu
Banainiya HP,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Banakatti HP,Health Post,Public,Ministry of Health & Population,Terai,Banke
Banarjhula HP,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Banaula HP,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Banauli Donauli HP,Health Post,Public,Ministry of Health & Population,Terai,Mahottari
Banauli HP,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Bandhuwan HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Banigama HP,Health Post,Public,Ministry of Health & Population,Terai,Morang
